Date,League,HomeTeam,AwayTeam,HomeScore,AwayScore,OU_Line,TotalPoints,OU_Result,Home_Avg_Pts_For,Home_Avg_Pts_Against,Away_Avg_Pts_For,Away_Avg_Pts_Against,Avg_Pts_For_Diff,Avg_Pts_Against_Diff
2022-11-02,NCAAB,North,East,99,51,145.0,150,1,99.0,51.0,51.0,99.0,48.0,-48.0
2022-11-02,NCAAB,Oral,Ut,57,69,136.0,126,0,57.0,69.0,69.0,57.0,-12.0,12.0
2022-11-02,NCAAB,Memphis,Alabama,88,67,151.0,155,1,88.0,67.0,67.0,88.0,21.0,-21.0
2022-11-02,NCAAB,Missouri,Illinois,48,91,153.0,139,0,48.0,91.0,91.0,48.0,-43.0,43.0
2022-11-02,NCAAB,Saint,Northern,63,58,131.0,121,0,63.0,58.0,58.0,63.0,5.0,-5.0
2022-11-02,NCAAB,Byu,Eastern,109,81,168.0,190,1,109.0,81.0,72.5,89.5,36.5,-8.5
2022-11-02,NCAAB,Oklahoma,Stetson,107,54,148.0,161,1,107.0,54.0,54.0,107.0,53.0,-53.0
2022-11-02,NCAAB,Texas,Maryland-Eastern,94,71,140.0,165,1,81.0,73.0,71.0,94.0,10.0,-21.0
2022-11-02,NCAAB,Creighton,Utah,92,69,148.0,161,1,92.0,69.0,69.0,92.0,23.0,-23.0
2022-11-02,NCAAB,High,Bryant,93,47,153.0,140,0,93.0,47.0,47.0,93.0,46.0,-46.0
2022-11-02,NCAAB,Utsa,Seattle,68,71,149.0,139,0,68.0,71.0,71.0,68.0,-3.0,3.0
2022-11-02,NCAAB,Florida,Jacksonville,87,63,160.0,150,0,87.0,63.0,63.0,87.0,24.0,-24.0
2022-11-02,NCAAB,Duquesne,Canisius,103,59,143.0,162,1,103.0,59.0,59.0,103.0,44.0,-44.0
2022-11-02,NCAAB,Indiana,Siena,81,60,145.0,141,0,81.0,60.0,60.0,81.0,21.0,-21.0
2022-11-02,NCAAB,Texas,Abilene,68,75,138.0,143,1,85.33333333333333,72.33333333333333,75.0,68.0,10.333333333333329,4.333333333333329
2022-11-02,NCAAB,Tulsa,Denver,90,85,160.0,175,1,90.0,85.0,85.0,90.0,5.0,-5.0
2022-11-02,NCAAB,Georgia,West,103,74,173.0,177,1,103.0,74.0,74.0,103.0,29.0,-29.0
2022-11-02,NCAAB,Butler,Njit,101,52,149.0,153,1,101.0,52.0,52.0,101.0,49.0,-49.0
2022-11-02,NCAAB,Fordham,New,65,47,127.0,112,0,65.0,47.0,47.0,65.0,18.0,-18.0
2022-11-02,NCAAB,Wright,Eastern,70,64,143.0,134,0,70.0,64.0,75.33333333333333,96.0,-5.333333333333329,-32.0
2022-11-03,NCAAB,North,East,99,51,145.0,150,1,99.0,51.0,51.0,99.0,48.0,-48.0
2022-11-03,NCAAB,Oral,Ut,57,69,136.0,126,0,57.0,69.0,69.0,57.0,-12.0,12.0
2022-11-03,NCAAB,Memphis,Alabama,88,67,151.0,155,1,88.0,67.0,67.0,88.0,21.0,-21.0
2022-11-03,NCAAB,Missouri,Illinois,48,91,153.0,139,0,48.0,91.0,91.0,48.0,-43.0,43.0
2022-11-03,NCAAB,Saint,Northern,63,58,131.0,121,0,63.0,58.0,58.0,63.0,5.0,-5.0
2022-11-03,NCAAB,Byu,Eastern,109,81,168.0,190,1,109.0,81.0,72.5,89.5,36.5,-8.5
2022-11-03,NCAAB,Oklahoma,Stetson,107,54,148.0,161,1,107.0,54.0,54.0,107.0,53.0,-53.0
2022-11-03,NCAAB,Texas,Maryland-Eastern,94,71,140.0,165,1,81.0,73.0,71.0,94.0,10.0,-21.0
2022-11-03,NCAAB,Creighton,Utah,92,69,148.0,161,1,92.0,69.0,69.0,92.0,23.0,-23.0
2022-11-03,NCAAB,High,Bryant,93,47,153.0,140,0,93.0,47.0,47.0,93.0,46.0,-46.0
2022-11-03,NCAAB,Utsa,Seattle,68,71,149.0,139,0,68.0,71.0,71.0,68.0,-3.0,3.0
2022-11-03,NCAAB,Florida,Jacksonville,87,63,160.0,150,0,87.0,63.0,63.0,87.0,24.0,-24.0
2022-11-03,NCAAB,Fordham,New,65,47,127.0,112,0,65.0,47.0,47.0,65.0,18.0,-18.0
2022-11-03,NCAAB,Butler,Njit,101,52,149.0,153,1,101.0,52.0,52.0,101.0,49.0,-49.0
2022-11-03,NCAAB,Georgia,West,103,74,173.0,177,1,103.0,74.0,74.0,103.0,29.0,-29.0
2022-11-03,NCAAB,Tulsa,Denver,90,85,160.0,175,1,90.0,85.0,85.0,90.0,5.0,-5.0
2022-11-03,NCAAB,Wright,Eastern,70,64,143.0,134,0,70.0,64.0,74.2,93.4,-4.200000000000003,-29.400000000000006
2022-11-03,NCAAB,Texas,Abilene,68,75,138.0,143,1,83.6,72.6,75.0,68.0,8.599999999999994,4.599999999999994
2022-11-03,NCAAB,Indiana,Siena,81,60,145.0,141,0,81.0,60.0,60.0,81.0,21.0,-21.0
2022-11-03,NCAAB,Duquesne,Canisius,103,59,143.0,162,1,103.0,59.0,59.0,103.0,44.0,-44.0
2022-11-04,NCAAB,High,Bryant,93,47,153.0,140,0,93.0,47.0,47.0,93.0,46.0,-46.0
2022-11-04,NCAAB,Byu,Eastern,109,81,168.0,190,1,109.0,81.0,72.5,89.5,36.5,-8.5
2022-11-04,NCAAB,Creighton,Utah,92,69,148.0,161,1,92.0,69.0,69.0,92.0,23.0,-23.0
2022-11-04,NCAAB,Missouri,Illinois,48,91,153.0,139,0,48.0,91.0,91.0,48.0,-43.0,43.0
2022-11-04,NCAAB,Memphis,Alabama,88,67,151.0,155,1,88.0,67.0,67.0,88.0,21.0,-21.0
2022-11-04,NCAAB,Oral,Ut,57,69,136.0,126,0,57.0,69.0,69.0,57.0,-12.0,12.0
2022-11-04,NCAAB,North,East,99,51,145.0,150,1,99.0,51.0,51.0,99.0,48.0,-48.0
2022-11-04,NCAAB,Texas,Maryland-Eastern,94,71,140.0,165,1,81.0,73.0,71.0,94.0,10.0,-21.0
2022-11-04,NCAAB,Saint,Northern,63,58,131.0,121,0,63.0,58.0,58.0,63.0,5.0,-5.0
2022-11-04,NCAAB,Oklahoma,Stetson,107,54,148.0,161,1,107.0,54.0,54.0,107.0,53.0,-53.0
2022-11-04,NCAAB,Wright,Eastern,70,64,143.0,134,0,70.0,64.0,73.71428571428571,92.28571428571429,-3.714285714285708,-28.285714285714292
2022-11-04,NCAAB,Duquesne,Canisius,103,59,143.0,162,1,103.0,59.0,59.0,103.0,44.0,-44.0
2022-11-04,NCAAB,Indiana,Siena,81,60,145.0,141,0,81.0,60.0,60.0,81.0,21.0,-21.0
2022-11-04,NCAAB,Texas,Abilene,68,75,138.0,143,1,82.85714285714286,72.71428571428571,75.0,68.0,7.857142857142861,4.714285714285708
2022-11-04,NCAAB,Utsa,Seattle,68,71,149.0,139,0,68.0,71.0,71.0,68.0,-3.0,3.0
2022-11-04,NCAAB,Tulsa,Denver,90,85,160.0,175,1,90.0,85.0,85.0,90.0,5.0,-5.0
2022-11-04,NCAAB,Georgia,West,103,74,173.0,177,1,103.0,74.0,74.0,103.0,29.0,-29.0
2022-11-04,NCAAB,Butler,Njit,101,52,149.0,153,1,101.0,52.0,52.0,101.0,49.0,-49.0
2022-11-04,NCAAB,Fordham,New,65,47,127.0,112,0,65.0,47.0,47.0,65.0,18.0,-18.0
2022-11-04,NCAAB,Florida,Jacksonville,87,63,160.0,150,0,87.0,63.0,63.0,87.0,24.0,-24.0
2022-11-05,NCAAB,North,East,99,51,145.0,150,1,99.0,51.0,51.0,99.0,48.0,-48.0
2022-11-05,NCAAB,Oral,Ut,57,69,136.0,126,0,57.0,69.0,69.0,57.0,-12.0,12.0
2022-11-05,NCAAB,Memphis,Alabama,88,67,151.0,155,1,88.0,67.0,67.0,88.0,21.0,-21.0
2022-11-05,NCAAB,Texas,Maryland-Eastern,94,71,140.0,165,1,81.0,73.0,71.0,94.0,10.0,-21.0
2022-11-05,NCAAB,Creighton,Utah,92,69,148.0,161,1,92.0,69.0,69.0,92.0,23.0,-23.0
2022-11-05,NCAAB,Byu,Eastern,109,81,168.0,190,1,109.0,81.0,72.5,89.5,36.5,-8.5
2022-11-05,NCAAB,Oklahoma,Stetson,107,54,148.0,161,1,107.0,54.0,54.0,107.0,53.0,-53.0
2022-11-05,NCAAB,Missouri,Illinois,48,91,153.0,139,0,48.0,91.0,91.0,48.0,-43.0,43.0
2022-11-05,NCAAB,High,Bryant,93,47,153.0,140,0,93.0,47.0,47.0,93.0,46.0,-46.0
2022-11-05,NCAAB,Saint,Northern,63,58,131.0,121,0,63.0,58.0,58.0,63.0,5.0,-5.0
2022-11-05,NCAAB,Florida,Jacksonville,87,63,160.0,150,0,87.0,63.0,63.0,87.0,24.0,-24.0
2022-11-05,NCAAB,Duquesne,Canisius,103,59,143.0,162,1,103.0,59.0,59.0,103.0,44.0,-44.0
2022-11-05,NCAAB,Indiana,Siena,81,60,145.0,141,0,81.0,60.0,60.0,81.0,21.0,-21.0
2022-11-05,NCAAB,Texas,Abilene,68,75,138.0,143,1,82.44444444444444,72.77777777777777,75.0,68.0,7.444444444444443,4.7777777777777715
2022-11-05,NCAAB,Utsa,Seattle,68,71,149.0,139,0,68.0,71.0,71.0,68.0,-3.0,3.0
2022-11-05,NCAAB,Tulsa,Denver,90,85,160.0,175,1,90.0,85.0,85.0,90.0,5.0,-5.0
2022-11-05,NCAAB,Georgia,West,103,74,173.0,177,1,103.0,74.0,74.0,103.0,29.0,-29.0
2022-11-05,NCAAB,Butler,Njit,101,52,149.0,153,1,101.0,52.0,52.0,101.0,49.0,-49.0
2022-11-05,NCAAB,Fordham,New,65,47,127.0,112,0,65.0,47.0,47.0,65.0,18.0,-18.0
2022-11-05,NCAAB,Wright,Eastern,70,64,143.0,134,0,70.0,64.0,73.44444444444444,91.66666666666667,-3.444444444444443,-27.66666666666667
2022-11-06,NCAAB,Illinois,Western,68,71,148.0,139,0,91.0,48.0,55.0,68.0,36.0,-20.0
2022-11-06,NCAAB,Missouri,Southern,97,91,141.0,188,1,48.0,91.0,94.0,63.0,-46.0,28.0
2022-11-06,NCAAB,New,Southern,89,81,155.0,170,1,47.0,65.0,92.5,80.0,-45.5,-15.0
2022-11-06,NCAAB,Uc,Seattle,71,85,145.0,156,1,70.5,73.5,71.0,68.0,-0.5,5.5
2022-11-06,NCAAB,Saint,Oral,78,70,142.0,148,1,63.0,58.0,57.0,69.0,6.0,-11.0
2022-11-06,NCAAB,Oklahoma,Ut,77,66,134.0,143,1,107.0,54.0,69.0,57.0,38.0,-3.0
2022-11-06,NCAAB,North,Unc,69,56,151.0,125,0,88.28571428571429,55.42857142857143,98.0,95.0,-9.714285714285708,-39.57142857142857
2022-11-06,NCAAB,Illinois,Eastern,87,57,134.0,144,1,87.16666666666667,51.833333333333336,72.5,89.5,14.666666666666671,-37.666666666666664
2022-11-06,NCAAB,Michigan,Northern,73,55,143.0,128,0,75.0,56.0,57.833333333333336,65.66666666666667,17.166666666666664,-9.666666666666671
2022-11-06,NCAAB,Mississippi,Texas,63,44,141.0,107,0,73.0,58.0,79.7,73.1,-6.700000000000003,-15.099999999999994
2022-11-06,NCAAB,St.,St.,71,58,140.0,129,0,60.0,72.0,60.0,72.0,0.0,0.0
2022-11-07,NCAAB,Creighton,St.,72,60,149.0,132,0,88.66666666666667,67.5,63.0,67.0,25.66666666666667,0.5
2022-11-07,NCAAB,Ucf,Unc,95,98,141.0,193,1,95.0,98.0,77.0,82.0,18.0,16.0
2022-11-07,NCAAB,Abilene,Jackson,65,56,141.0,121,0,73.33333333333333,66.0,56.0,65.0,17.33333333333333,1.0
2022-11-07,NCAAB,Florida,Stony,81,45,144.0,126,0,84.28571428571429,60.142857142857146,45.0,81.0,39.28571428571429,-20.857142857142854
2022-11-07,NCAAB,Arkansas,North,76,58,142.0,134,0,76.0,58.0,85.875,55.5,-9.875,2.5
2022-11-07,NCAAB,Southern,Little,94,63,134.0,157,1,88.66666666666667,83.0,63.0,94.0,25.66666666666667,-11.0
2022-11-07,NCAAB,Boston,Cornell,79,77,144.0,156,1,75.5,70.0,77.0,79.0,-1.5,-9.0
2022-11-07,NCAAB,Loyola,Fdu,88,82,144.0,170,1,77.0,77.0,82.0,88.0,-5.0,-11.0
2022-11-07,NCAAB,Georgia,Western,68,55,142.0,123,0,97.16666666666667,70.83333333333333,63.0,68.0,34.16666666666667,2.8333333333333286
2022-11-07,NCAAB,Syracuse,Lehigh,90,72,143.0,162,1,90.0,72.0,72.0,90.0,18.0,-18.0
2022-11-07,NCAAB,Northwestern,Chicago,85,54,140.0,139,0,85.0,54.0,54.0,85.0,31.0,-31.0
2022-11-07,NCAAB,Illinois,Western,68,71,148.0,139,0,87.14285714285714,52.57142857142857,60.333333333333336,68.0,26.809523809523803,-15.42857142857143
2022-11-07,NCAAB,Incarnate,North,57,65,142.0,122,0,57.0,65.0,82.77777777777777,57.77777777777778,-25.77777777777777,7.222222222222221
2022-11-07,NCAAB,Missouri,Southern,97,91,141.0,188,1,56.166666666666664,91.0,90.0,78.0,-33.833333333333336,13.0
2022-11-07,NCAAB,Colorado,Uc,82,66,136.0,148,1,73.5,64.5,70.66666666666667,77.33333333333333,2.8333333333333286,-12.833333333333329
2022-11-07,NCAAB,Wichita,Central,79,55,146.0,134,0,79.0,55.0,61.0,86.5,18.0,-31.5
2022-11-07,NCAAB,Colorado,Gardner-Webb,65,63,137.0,128,0,76.33333333333333,65.0,63.0,65.0,13.333333333333329,0.0
2022-11-07,NCAAB,Ucla,Sacramento,76,50,136.0,126,0,76.0,50.0,50.0,76.0,26.0,-26.0
2022-11-07,NCAAB,Washington,Weber,69,52,140.0,121,0,69.0,52.0,52.0,69.0,17.0,-17.0
2022-11-07,NCAAB,California,Uc,65,75,127.0,140,1,65.0,75.0,69.5,78.5,-4.5,-3.5
2022-11-07,NCAAB,Uc,Seattle,71,85,145.0,156,1,70.6,75.8,73.33333333333333,68.5,-2.7333333333333343,7.299999999999997
2022-11-07,NCAAB,Saint,Oral,78,70,142.0,148,1,69.14285714285714,61.142857142857146,59.166666666666664,70.5,9.976190476190474,-9.357142857142854
2022-11-07,NCAAB,San,Texas,90,77,144.0,167,1,85.0,67.0,74.7,72.3,10.299999999999997,-5.299999999999997
2022-11-07,NCAAB,Mississippi,Alcorn,73,58,135.0,131,0,68.0,51.0,58.0,73.0,10.0,-22.0
2022-11-07,NCAAB,San,Cal,80,57,135.0,137,1,86.66666666666667,70.33333333333333,57.0,80.0,29.66666666666667,-9.666666666666671
2022-11-07,NCAAB,Usc,Florida,61,74,145.0,135,0,61.0,74.0,83.875,58.25,-22.875,15.75
2022-11-07,NCAAB,Oklahoma,Ut,77,66,134.0,143,1,94.71428571428571,55.42857142857143,68.5,60.333333333333336,26.214285714285708,-4.904761904761905
2022-11-07,NCAAB,North,Unc,69,56,151.0,125,0,81.0,57.7,84.0,86.33333333333333,-3.0,-28.633333333333326
2022-11-07,NCAAB,New,Southern,89,81,155.0,170,1,54.0,67.66666666666667,90.2,81.8,-36.2,-14.133333333333326
2022-11-07,NCAAB,Illinois,Eastern,87,57,134.0,144,1,84.75,54.875,70.1,87.3,14.650000000000006,-32.425
2022-11-07,NCAAB,Texas,Utep,72,57,130.0,129,0,75.6,73.8,57.0,72.0,18.599999999999994,1.7999999999999972
2022-11-07,NCAAB,Arizona,Nicholls,117,75,160.0,192,1,89.5,67.0,75.0,117.0,14.5,-50.0
2022-11-07,NCAAB,Saint,Murray,91,68,151.0,159,1,70.25,62.25,68.0,91.0,2.25,-28.75
2022-11-07,NCAAB,Buffalo,Colgate,88,87,151.0,175,1,88.0,87.0,87.0,88.0,1.0,-1.0
2022-11-07,NCAAB,Kansas,Omaha,89,64,149.0,153,1,89.0,64.0,64.0,89.0,25.0,-25.0
2022-11-07,NCAAB,Stanford,Pacific,88,78,140.0,166,1,88.0,78.0,78.0,88.0,10.0,-10.0
2022-11-07,NCAAB,Michigan,Purdue,75,56,150.0,131,0,74.0,55.5,56.0,75.0,18.0,-19.5
2022-11-07,NCAAB,Iona,Penn,78,50,149.0,128,0,78.0,50.0,71.5,73.0,6.5,-23.0
2022-11-07,NCAAB,Clemson,The,80,69,137.0,149,1,80.0,69.0,69.0,80.0,11.0,-11.0
2022-11-07,NCAAB,Indiana,Morehead,88,53,138.0,141,1,82.16666666666667,58.833333333333336,53.0,88.0,29.16666666666667,-29.166666666666664
2022-11-07,NCAAB,Denver,Idaho,68,63,147.0,131,0,82.16666666666667,85.5,63.0,68.0,19.16666666666667,17.5
2022-11-07,NCAAB,Dayton,Lindenwood,73,46,139.0,119,0,73.0,46.0,46.0,73.0,27.0,-27.0
2022-11-07,NCAAB,Northern,Kent,57,79,137.0,136,0,57.42857142857143,66.71428571428571,79.0,57.0,-21.57142857142857,9.714285714285708
2022-11-07,NCAAB,Old,Maryland-Eastern,84,65,129.0,149,1,84.0,65.0,70.0,92.33333333333333,14.0,-27.33333333333333
2022-11-07,NCAAB,Michigan,Northern,73,55,143.0,128,0,74.33333333333333,55.666666666666664,57.375,68.25,16.95833333333333,-12.583333333333336
2022-11-07,NCAAB,Vermont,Brown,80,65,140.0,145,1,80.0,65.0,65.0,80.0,15.0,-15.0
2022-11-07,NCAAB,Duke,Jacksonville,71,44,137.0,115,0,71.0,44.0,59.833333333333336,84.33333333333333,11.166666666666664,-40.33333333333333
2022-11-07,NCAAB,Arizona,Tarleton,62,59,130.0,121,0,98.66666666666667,69.66666666666667,59.0,62.0,39.66666666666667,7.666666666666671
2022-11-07,NCAAB,Richmond,Vmi,69,48,143.0,117,0,69.0,48.0,48.0,69.0,21.0,-21.0
2022-11-07,NCAAB,West,Mount,76,58,131.0,134,1,74.33333333333333,95.5,58.0,76.0,16.33333333333333,19.5
2022-11-07,NCAAB,Penn,Winthrop,93,68,144.0,161,1,64.33333333333333,74.66666666666667,68.0,93.0,-3.6666666666666714,-18.33333333333333
2022-11-07,NCAAB,Toledo,Valparaiso,85,70,144.0,155,1,85.0,70.0,70.0,85.0,15.0,-15.0
2022-11-07,NCAAB,Depaul,Loyola,72,66,140.0,138,0,72.0,66.0,80.66666666666667,78.66666666666667,-8.666666666666671,-12.666666666666671
2022-11-07,NCAAB,Charleston,Chattanooga,85,78,159.0,163,1,85.0,78.0,78.0,85.0,7.0,-7.0
2022-11-07,NCAAB,Princeton,Hofstra,77,83,151.0,160,1,77.0,83.0,83.0,77.0,-6.0,6.0
2022-11-07,NCAAB,Rutgers,Columbia,75,35,138.0,110,0,75.0,35.0,35.0,75.0,40.0,-40.0
2022-11-07,NCAAB,Mississippi,Texas,63,44,141.0,107,0,69.66666666666667,53.333333333333336,73.4,72.4,-3.7333333333333343,-19.06666666666667
2022-11-07,NCAAB,Belmont,Ohio,70,69,145.0,139,0,70.0,69.0,69.0,70.0,1.0,-1.0
2022-11-07,NCAAB,Uab,Alabama,111,70,149.0,181,1,111.0,70.0,67.5,91.83333333333333,43.5,-21.83333333333333
2022-11-07,NCAAB,Umass,Central,94,67,143.0,161,1,94.0,67.0,59.0,84.0,35.0,-17.0
2022-11-07,NCAAB,St.,St.,71,58,140.0,129,0,62.25,68.25,62.25,68.25,0.0,0.0
2022-11-07,NCAAB,Towson,University,67,62,133.0,129,0,67.0,62.0,62.0,67.0,5.0,-5.0
2022-11-07,NCAAB,Vcu,Manhattan,73,56,134.0,129,0,73.0,56.0,56.0,73.0,17.0,-17.0
2022-11-07,NCAAB,Temple,Wagner,73,76,132.0,149,1,73.0,76.0,76.0,73.0,-3.0,3.0
2022-11-07,NCAAB,Oklahoma,Sam,51,52,134.0,103,0,92.5,56.75,52.0,51.0,40.5,5.75
2022-11-07,NCAAB,Boston,Northeastern,72,63,134.0,135,1,76.66666666666667,72.33333333333333,63.0,72.0,13.666666666666671,0.3333333333333286
2022-11-09,NCAAB,San,Florida,79,73,146.0,152,1,85.0,67.0,82.77777777777777,58.55555555555556,2.2222222222222285,8.444444444444443
2022-11-10,NCAAB,Arizona,Northern,84,68,135.0,152,1,89.5,67.0,57.111111111111114,68.77777777777777,32.388888888888886,-1.7777777777777715
2022-11-10,NCAAB,Kansas,North,82,59,148.0,141,0,89.0,64.0,78.0,58.2,11.0,5.799999999999997
2022-11-10,NCAAB,Oklahoma,Southern,60,61,134.0,121,0,87.88888888888889,56.22222222222222,88.66666666666667,83.0,-0.7777777777777857,-26.77777777777778
2022-11-10,NCAAB,Alabama,North,76,84,136.0,160,1,67.85714285714286,94.57142857142857,74.0,61.3,-6.142857142857139,33.27142857142857
2022-11-10,NCAAB,Texas,Texas,78,54,141.0,132,0,71.0,71.2,71.0,71.2,0.0,0.0
2022-11-10,NCAAB,Brown,Colgate,68,77,149.0,145,0,65.0,80.0,87.0,88.0,-22.0,-8.0
2022-11-10,NCAAB,Umass,Towson,55,67,146.0,122,0,94.0,67.0,67.0,62.0,27.0,5.0
2022-11-11,NCAAB,Texas,Utsa,75,55,143.0,130,0,68.0,69.8,68.0,71.0,0.0,-1.2000000000000028
2022-11-11,NCAAB,St.,Chicago,83,61,145.0,144,0,63.0,67.0,54.0,85.0,9.0,-18.0
2022-11-11,NCAAB,Northwestern,Northern,63,46,146.0,109,0,85.0,54.0,58.2,70.3,26.799999999999997,-16.299999999999997
2022-11-11,NCAAB,Michigan,Eastern,88,83,146.0,171,1,74.0,55.5,69.4,89.0,4.599999999999994,-33.5
2022-11-11,NCAAB,Depaul,Western,86,74,145.0,160,1,72.0,66.0,63.0,68.0,9.0,-2.0
2022-11-11,NCAAB,Hofstra,Iona,83,78,154.0,161,1,83.0,77.0,78.0,50.0,5.0,27.0
2022-11-11,NCAAB,Toledo,Uab,93,85,157.0,178,1,85.0,70.0,111.0,70.0,-26.0,0.0
2022-11-11,NCAAB,Duke,Usc,84,38,149.0,122,0,71.0,44.0,61.0,74.0,10.0,-30.0
2022-11-11,NCAAB,Ucf,Florida,68,54,146.0,122,0,95.0,98.0,81.8,60.6,13.200000000000003,37.4
2022-11-11,NCAAB,California,Kansas,54,63,135.0,117,0,65.0,75.0,86.66666666666667,62.333333333333336,-21.66666666666667,12.666666666666664
2022-11-11,NCAAB,South,Clemson,60,58,135.0,118,0,77.5,75.0,80.0,69.0,-2.5,6.0
2022-11-11,NCAAB,Utah,Cal,72,44,135.0,116,0,69.0,92.0,57.0,80.0,12.0,12.0
2022-11-12,NCAAB,Uc,Sacramento,55,65,134.0,120,0,70.66666666666667,77.33333333333333,50.0,76.0,20.66666666666667,1.3333333333333286
2022-11-12,NCAAB,Utep,New,67,64,136.0,131,0,57.0,72.0,59.0,69.57142857142857,-2.0,2.4285714285714306
2022-11-12,NCAAB,Siena,University,75,62,132.0,137,1,60.0,81.0,62.0,67.0,-2.0,14.0
2022-11-12,NCAAB,Boise,Washington,71,61,133.0,132,0,66.0,68.0,69.0,52.0,-3.0,16.0
2022-11-12,NCAAB,Utah,Northern,73,69,136.0,142,1,69.5,84.0,57.0,70.3,12.5,13.700000000000003
2022-11-12,NCAAB,Ohio,Cleveland,81,70,137.0,151,1,69.0,70.0,58.0,69.0,11.0,1.0
2022-11-12,NCAAB,Rutgers,Umass,73,65,135.0,138,1,75.0,35.0,81.0,67.0,-6.0,-32.0
2022-11-12,NCAAB,Tulsa,Jackson,85,79,140.0,164,1,86.66666666666667,83.0,56.0,65.0,30.66666666666667,18.0
2022-11-13,NCAAB,Cal,Vermont,94,85,137.0,179,1,52.666666666666664,77.33333333333333,80.0,65.0,-27.333333333333336,12.333333333333329
2022-11-13,NCAAB,Yale,Mississippi,80,51,134.0,131,0,74.0,60.0,65.2,55.2,8.799999999999997,4.799999999999997
2022-11-13,NCAAB,Seattle,Portland,83,71,158.0,154,0,75.0,68.85714285714286,94.5,94.5,-19.5,-25.64285714285714
2022-11-13,NCAAB,Loyola,Brown,75,70,139.0,145,1,75.6,74.2,66.0,79.0,9.599999999999994,-4.799999999999997
2022-11-13,NCAAB,San,Njit,74,64,135.0,138,1,83.8,68.2,52.0,101.0,31.799999999999997,-32.8
2022-11-13,NCAAB,Fdu,Manhattan,77,74,145.0,151,1,82.0,88.0,56.0,73.0,26.0,15.0
2022-11-13,NCAAB,Saint,North,63,33,119.0,96,0,73.6,63.1,72.5,63.8,1.0999999999999943,-0.6999999999999957
2022-11-13,NCAAB,Southern,Southern,71,53,137.0,124,0,84.71428571428571,79.71428571428571,84.71428571428571,79.71428571428571,0.0,0.0
2022-11-13,NCAAB,George,American,73,56,136.0,129,0,85.0,75.0,69.0,73.0,16.0,2.0
2022-11-13,NCAAB,Notre,Youngstown,88,81,148.0,169,1,79.0,76.0,90.0,72.0,-11.0,4.0
2022-11-13,NCAAB,Mississippi,Arkansas-Pine,80,47,135.0,127,0,62.833333333333336,59.333333333333336,58.0,66.0,4.833333333333336,-6.666666666666664
2022-11-13,NCAAB,St.,St.,84,48,143.0,132,0,67.25,64.5,67.25,64.5,0.0,0.0
2022-11-13,NCAAB,North,Pacific,86,91,147.0,177,1,65.9,65.0,78.0,88.0,-12.099999999999994,-23.0
2022-11-13,NCAAB,Central,Quinnipiac,70,72,145.0,142,0,63.4,88.6,102.0,95.0,-38.6,-6.400000000000006
2022-11-13,NCAAB,Cincinnati,Eastern,87,69,150.0,156,1,69.0,58.0,69.2,87.3,-0.20000000000000284,-29.299999999999997
2022-11-13,NCAAB,Penn,Towson,74,80,140.0,154,1,71.5,73.0,67.0,59.666666666666664,4.5,13.333333333333336
2022-11-14,NCAAB,Uic,Jacksonville,67,60,142.0,127,0,63.0,70.0,57.57142857142857,82.42857142857143,5.428571428571431,-12.42857142857143
2022-11-14,NCAAB,Central,Little,82,71,157.0,153,0,64.5,85.83333333333333,63.0,94.0,1.5,-8.166666666666671
2022-11-14,NCAAB,Penn,Butler,68,62,145.0,130,0,72.0,74.4,101.0,52.0,-29.0,22.400000000000006
2022-11-14,NCAAB,Tennessee,Alabama,87,76,142.0,163,1,66.0,78.0,70.8,89.6,-4.799999999999997,-11.599999999999994
2022-11-14,NCAAB,Utah,Santa,96,74,147.0,170,1,70.0,81.85714285714286,78.0,62.0,-8.0,19.85714285714286
2022-11-14,NCAAB,Drake,Wofford,80,72,146.0,152,1,80.0,48.0,80.0,91.0,0.0,-43.0
2022-11-14,NCAAB,Mississippi,Eastern,52,60,139.0,112,0,65.28571428571429,57.57142857142857,68.0,85.1,-2.714285714285708,-27.528571428571425
2022-11-14,NCAAB,Tcu,Northwestern,63,64,138.0,127,0,77.0,66.0,77.66666666666667,51.333333333333336,-0.6666666666666714,14.666666666666664
2022-11-14,NCAAB,Chicago,Iu,68,58,129.0,126,0,56.333333333333336,84.33333333333333,48.0,80.0,8.333333333333336,4.333333333333329
2022-11-14,NCAAB,Florida,Florida,74,76,145.0,150,1,77.1,64.2,77.1,64.2,0.0,0.0
2022-11-14,NCAAB,Duquesne,South,96,71,142.0,167,1,94.0,62.142857142857146,74.0,71.6,20.0,-9.457142857142848
2022-11-14,NCAAB,Hofstra,George,85,80,151.0,165,1,83.0,77.33333333333333,79.0,65.5,4.0,11.833333333333329
2022-11-14,NCAAB,St.,Cornell,77,80,158.0,157,0,67.0,64.8,77.0,79.0,-10.0,-14.200000000000003
2022-11-14,NCAAB,Charleston,Richmond,92,90,151.0,182,1,85.0,78.0,69.0,48.0,16.0,30.0
2022-11-14,NCAAB,Ucf,Western,70,37,142.0,107,0,86.0,83.33333333333333,65.2,71.6,20.799999999999997,11.733333333333334
2022-11-15,NCAAB,Saint,Memphis,90,84,144.0,174,1,73.6,60.6,88.0,67.0,-14.400000000000006,-6.399999999999999
2022-11-15,NCAAB,South,St.,66,62,142.0,128,0,73.5,75.66666666666667,68.7,65.6,4.799999999999997,10.066666666666677
