Date,League,HomeTeam,AwayTeam,HomeScore,AwayScore,OU_Line,TotalPoints,OU_Result,Home_Avg_MOV,Home_Avg_Pts_For,Home_Avg_Pts_Against,Home_Avg_OU_Hit_Rate,Away_Avg_MOV,Away_Avg_Pts_For,Away_Avg_Pts_Against,Away_Avg_OU_Hit_Rate,Avg_MOV_Diff,Avg_Pts_For_Diff,Avg_Pts_Against_Diff,Avg_OU_Hit_Rate_Diff
2023-02-27,NBA,New,Orlando,93,101,229.0,194,0,-4.0,73.8,77.8,0.6,-1.2,110.5,111.7,0.4,-2.8,-36.7,-33.900000000000006,0.19999999999999996
2023-02-27,NCAAB,Florida,North,66,77,155.0,143,0,2.2,74.6,72.4,0.7,0.1,71.5,71.4,0.5,2.1,3.0999999999999943,1.0,0.19999999999999996
2023-02-28,NCAAB,Western,Miami,62,77,147.0,139,0,-7.4,67.1,74.5,0.4,-3.7,94.1,97.8,0.6,-3.7,-27.0,-23.299999999999997,-0.19999999999999996
2023-02-28,NCAAB,Akron,Ball,87,83,140.0,170,1,13.9,77.2,63.3,0.6,9.0,79.7,70.7,0.6,4.9,-2.5,-7.400000000000006,0.0
2023-02-28,NCAAB,Vcu,Saint,79,67,141.0,146,1,13.2,73.2,60.0,0.4,-2.3,68.8,71.1,0.4,15.5,4.400000000000006,-11.099999999999994,0.0
2023-02-28,NCAAB,Central,Toledo,65,99,146.0,164,1,-6.3,72.9,79.2,0.7,8.9,87.5,78.6,0.9,-15.2,-14.599999999999994,0.6000000000000085,-0.20000000000000007
2023-02-28,NCAAB,New,Njit,59,58,137.0,117,0,-3.6,75.4,79.0,0.5,-2.9,68.1,71.0,0.5,-0.7000000000000002,7.300000000000011,8.0,0.0
2023-02-28,NCAAB,Boise,San,66,60,135.0,126,0,10.9,75.4,64.5,0.5,-14.5,94.8,109.3,0.6,25.4,-19.39999999999999,-44.8,-0.09999999999999998
2023-02-28,NCAAB,Northern,Buffalo,75,85,155.0,160,1,0.6,74.4,73.8,0.6,-3.4,73.4,76.8,0.4,4.0,1.0,-3.0,0.19999999999999996
2023-02-28,NCAAB,Louisville,Virginia,54,71,145.0,125,0,-18.2,62.5,80.7,0.5,-1.3,71.9,73.2,0.8,-16.9,-9.400000000000006,7.5,-0.30000000000000004
2023-02-28,NCAAB,Mississippi,Texas,61,69,136.0,130,0,1.9,72.3,70.4,0.8,4.3,69.6,65.3,0.5,-2.4,2.700000000000003,5.1000000000000085,0.30000000000000004
2023-02-28,NCAAB,Nebraska,Michigan,67,80,139.0,147,1,-2.5,66.2,68.7,0.4,-0.7,68.1,68.8,0.4,-1.8,-1.8999999999999915,-0.09999999999999432,0.0
2023-02-28,NCAAB,Tennessee,Arkansas,75,57,134.0,132,0,4.4,75.8,71.4,0.5,-4.8,65.2,70.0,0.3,9.2,10.599999999999994,1.4000000000000057,0.2
2023-02-28,NCAAB,Binghamton,Umbc,67,70,146.0,137,0,-3.9,68.3,72.2,0.4,-1.1,73.0,74.1,0.6,-2.8,-4.700000000000003,-1.8999999999999915,-0.19999999999999996
2023-02-28,NCAAB,American,Bucknell,64,59,129.0,123,0,-3.4,65.3,68.7,0.5,-2.8,65.3,68.1,0.2,-0.6000000000000001,0.0,0.6000000000000085,0.3
2023-02-28,NCAAB,Wake,Boston,69,71,146.0,140,0,4.1,77.8,73.7,0.6,-4.6,85.1,89.7,0.7,8.7,-7.299999999999997,-16.0,-0.09999999999999998
2023-02-28,NCAAB,Liberty,Bellarmine,76,56,129.0,132,1,15.2,74.2,59.0,0.4,-10.5,59.6,70.1,0.6,25.7,14.600000000000001,-11.099999999999994,-0.19999999999999996
2023-02-28,NCAAB,Loyola,Holy,73,69,141.0,142,1,-4.2,68.6,72.8,0.5,-2.5,68.4,70.9,0.8,-1.7000000000000002,0.19999999999998863,1.8999999999999915,-0.30000000000000004
2023-02-28,NCAAB,Wright,Green,77,57,150.0,134,0,7.9,83.9,76.0,0.6,-8.7,64.5,73.2,0.7,16.6,19.400000000000006,2.799999999999997,-0.09999999999999998
2023-02-28,NCAAB,Robert,Iu,67,64,139.0,131,0,2.2,71.7,69.5,0.5,-15.3,68.7,84.0,0.8,17.5,3.0,-14.5,-0.30000000000000004
2023-02-28,NCAAB,Duke,North,71,67,145.0,138,0,4.5,70.3,65.8,0.5,-0.4,70.2,70.6,0.4,4.9,0.09999999999999432,-4.799999999999997,0.09999999999999998
2023-02-28,NCAAB,Butler,Marquette,56,72,141.0,128,0,-3.8,63.8,67.6,0.3,9.4,82.6,73.2,0.8,-13.2,-18.799999999999997,-5.6000000000000085,-0.5
2023-02-28,NCAAB,Coastal,Arkansas,69,86,137.0,155,1,-10.7,69.7,80.4,0.5,-4.8,66.4,71.2,0.3,-5.8999999999999995,3.299999999999997,9.200000000000003,0.2
2023-02-28,NBA,Los,Minnesota,101,108,231.0,209,0,0.9,114.6,113.7,0.4,1.5,104.9,103.4,0.3,-0.6,9.699999999999989,10.299999999999997,0.10000000000000003
2023-02-28,NBA,Dallas,Indiana,122,124,236.0,246,1,11.6,128.6,117.0,0.7,5.7,89.2,83.5,0.6,5.8999999999999995,39.39999999999999,33.5,0.09999999999999998
2023-02-28,NBA,Oklahoma,Sacramento,117,123,231.0,240,1,-0.9,102.8,103.7,0.2,7.1,104.9,97.8,0.8,-8.0,-2.1000000000000085,5.900000000000006,-0.6000000000000001
2023-02-28,NBA,Toronto,Chicago,104,98,220.0,202,0,-2.0,115.4,117.4,0.7,-1.9,92.7,94.6,0.2,-0.10000000000000009,22.700000000000003,22.80000000000001,0.49999999999999994
2023-02-28,NBA,Brooklyn,Milwaukee,104,118,231.0,222,0,0.1,115.9,115.8,0.6,8.0,104.9,96.9,0.7,-7.9,11.0,18.89999999999999,-0.09999999999999998
2023-02-28,NCAAB,New,Fresno,94,80,143.0,174,1,-3.4,73.5,76.9,0.4,-1.5,59.9,61.4,0.5,-1.9,13.600000000000001,15.500000000000007,-0.09999999999999998
2023-02-28,NCAAB,Detroit,Purdue,81,68,153.0,149,0,3.2,93.0,89.8,0.3,-1.7,72.7,74.4,0.6,4.9,20.299999999999997,15.399999999999991,-0.3
2023-02-28,NCAAB,San,Colorado,63,46,138.0,109,0,-15.3,96.3,111.6,0.6,-2.9,68.3,71.2,0.6,-12.4,28.0,40.39999999999999,0.0
2023-03-01,NBA,Charlotte,Phoenix,91,105,228.0,196,0,-3.2,85.9,89.1,0.3,4.6,112.4,107.8,0.5,-7.8,-26.5,-18.700000000000003,-0.2
2023-03-01,NCAAB,California,Ut,88,70,148.0,158,1,-10.6,50.2,60.8,0.2,-2.3,70.9,73.2,0.5,-8.3,-20.700000000000003,-12.400000000000006,-0.3
2023-03-01,NCAAB,Loyola,Rhode,77,79,134.0,156,1,-2.5,69.6,72.1,0.5,-2.0,70.3,72.3,0.8,-0.5,-0.7000000000000028,-0.20000000000000284,-0.30000000000000004
2023-03-01,NCAAB,East,Tulane,83,68,155.0,151,0,-4.1,69.9,74.0,0.4,-0.2,78.0,78.2,0.7,-3.8999999999999995,-8.099999999999994,-4.200000000000003,-0.29999999999999993
2023-03-01,NCAAB,Tcu,Texas,75,73,150.0,148,0,3.4,74.9,71.5,0.5,5.4,69.7,64.3,0.4,-2.0000000000000004,5.200000000000003,7.200000000000003,0.09999999999999998
2023-03-01,NCAAB,Nicholls,Lamar,64,60,147.0,124,0,3.4,79.0,75.6,0.5,-15.1,61.9,77.0,0.5,18.5,17.1,-1.4000000000000057,0.0
2023-03-01,NCAAB,Alabama,Auburn,90,85,154.0,175,1,7.3,70.2,62.9,0.4,6.7,76.5,69.8,0.7,0.5999999999999996,-6.299999999999997,-6.899999999999999,-0.29999999999999993
2023-03-01,NCAAB,Davidson,George,70,75,150.0,145,0,-0.3,63.9,64.2,0.1,-3.2,71.3,74.5,0.4,2.9000000000000004,-7.399999999999999,-10.299999999999997,-0.30000000000000004
2023-03-01,NCAAB,Lsu,Missouri,76,81,149.0,157,1,-11.7,65.9,77.6,0.5,-1.4,71.0,72.4,0.6,-10.299999999999999,-5.099999999999994,5.199999999999989,-0.09999999999999998
2023-03-01,NCAAB,Sacred,Wagner,67,55,128.0,122,0,-1.9,68.0,69.9,0.3,-0.9,59.5,60.4,0.1,-0.9999999999999999,8.5,9.500000000000007,0.19999999999999998
2023-03-01,NCAAB,St.,Central,83,69,142.0,152,1,1.9,75.3,73.4,0.6,-10.0,70.6,80.6,0.7,11.9,4.700000000000003,-7.199999999999989,-0.09999999999999998
2023-03-01,NCAAB,Providence,Xavier,89,94,152.0,183,1,2.9,73.4,70.5,0.4,9.9,85.4,75.5,0.7,-7.0,-12.0,-5.0,-0.29999999999999993
2023-03-01,NBA,Detroit,Chicago,115,117,222.0,232,1,5.3,93.4,88.1,0.2,-2.0,92.2,94.2,0.2,7.3,1.2000000000000028,-6.1000000000000085,0.0
2023-03-01,NBA,Portland,New,110,121,235.0,231,0,-11.7,103.7,115.4,0.9,-1.8,82.9,84.7,0.5,-9.899999999999999,20.799999999999997,30.700000000000003,0.4
2023-03-01,NBA,Oklahoma,Los,117,123,229.0,240,1,-2.4,100.7,103.1,0.2,0.3,114.2,113.9,0.4,-2.6999999999999997,-13.5,-10.800000000000011,-0.2
2023-03-01,NBA,Miami,Philadelphia,96,119,216.0,215,0,-2.7,90.2,92.9,0.5,4.4,110.8,106.4,0.2,-7.1000000000000005,-20.599999999999994,-13.5,0.3
2023-03-01,NBA,Boston,Cleveland,117,113,219.0,230,1,-5.5,79.5,85.0,0.6,10.0,96.4,86.4,0.4,-15.5,-16.900000000000006,-1.4000000000000057,0.19999999999999996
2023-03-01,NCAAB,George,Fordham,64,58,137.0,122,0,-1.6,72.4,74.0,0.4,2.3,71.2,68.9,0.7,-3.9,1.2000000000000028,5.099999999999994,-0.29999999999999993
2023-03-02,NCAAB,Cleveland,Robert,75,70,135.0,145,1,7.8,96.4,88.6,0.5,2.9,71.9,69.0,0.5,4.9,24.5,19.599999999999994,0.0
2023-03-02,NCAAB,Youngstown,Detroit,71,66,156.0,137,0,2.9,80.0,77.1,0.8,5.4,93.5,88.1,0.3,-2.5000000000000004,-13.5,-11.0,0.5
2023-03-02,NCAAB,South,North,64,71,148.0,135,0,-3.9,76.8,80.7,0.7,-1.2,70.6,71.8,0.4,-2.7,6.200000000000003,8.900000000000006,0.29999999999999993
2023-03-02,NCAAB,Saint,Rider,60,73,127.0,133,1,-2.1,69.9,72.0,0.5,-1.6,67.4,69.0,0.4,-0.5,2.5,3.0,0.09999999999999998
2023-03-02,NCAAB,Siena,Manhattan,66,67,138.0,133,0,0.8,66.5,65.7,0.5,-7.8,62.8,70.6,0.4,8.6,3.700000000000003,-4.8999999999999915,0.09999999999999998
2023-03-02,NCAAB,Northern,Oakland,81,74,134.0,155,1,1.4,75.7,74.3,0.7,-1.1,72.9,74.0,0.4,2.5,2.799999999999997,0.29999999999999716,0.29999999999999993
2023-03-02,NCAAB,Army,Boston,71,69,138.0,140,1,-2.6,69.8,72.4,0.4,-4.7,84.7,89.4,0.6,2.1,-14.900000000000006,-17.0,-0.19999999999999996
2023-03-02,NCAAB,Houston,Wichita,83,66,135.0,149,1,10.9,90.1,79.2,0.7,2.8,76.7,73.9,0.9,8.100000000000001,13.399999999999991,5.299999999999997,-0.20000000000000007
2023-03-02,NCAAB,Temple,Ucf,57,55,134.0,112,0,-2.4,72.3,74.7,0.7,5.1,72.8,67.7,0.8,-7.5,-0.5,7.0,-0.10000000000000009
2023-03-02,NCAAB,Old,Texas,36,65,130.0,101,0,-0.4,65.6,66.0,0.3,7.1,72.4,65.3,0.4,-7.5,-6.800000000000011,0.7000000000000028,-0.10000000000000003
2023-03-02,NCAAB,Troy,Arkansas,63,59,136.0,122,0,5.8,74.5,68.7,0.7,-1.9,69.6,71.5,0.4,7.699999999999999,4.900000000000006,-2.799999999999997,0.29999999999999993
2023-03-02,NCAAB,Northern,Illinois,75,62,134.0,137,1,-1.8,75.2,77.0,0.7,3.9,72.6,68.7,0.5,-5.7,2.6000000000000085,8.299999999999997,0.19999999999999996
2023-03-02,NCAAB,Milwaukee,Wright,87,70,161.0,157,0,8.6,104.4,95.8,0.6,8.5,83.4,74.9,0.5,0.09999999999999964,21.0,20.89999999999999,0.09999999999999998
2023-03-02,NCAAB,Liberty,Eastern,79,73,143.0,152,1,17.6,74.6,57.0,0.4,2.3,70.4,68.1,0.2,15.3,4.199999999999989,-11.099999999999994,0.2
2023-03-02,NCAAB,Utsa,Charlotte,78,73,134.0,151,1,-13.9,67.2,81.1,0.8,-5.1,82.8,87.9,0.2,-8.8,-15.599999999999994,-6.800000000000011,0.6000000000000001
2023-03-02,NCAAB,Navy,American,51,52,126.0,103,0,4.6,69.5,64.9,0.7,-3.4,64.8,68.2,0.4,8.0,4.700000000000003,-3.299999999999997,0.29999999999999993
2023-03-02,NCAAB,Grambling,Alabama,60,48,130.0,108,0,5.4,65.8,60.4,0.5,7.3,73.1,65.8,0.5,-1.8999999999999995,-7.299999999999997,-5.399999999999999,0.0
2023-03-02,NCAAB,Rice,Florida,74,103,154.0,177,1,-3.1,72.7,75.8,0.7,0.6,72.2,71.6,0.6,-3.7,0.5,4.200000000000003,0.09999999999999998
2023-03-02,NCAAB,Usc,Arizona,81,87,155.0,168,1,3.5,71.0,67.5,0.7,7.6,75.3,67.7,0.5,-4.1,-4.299999999999997,-0.20000000000000284,0.19999999999999996
2023-03-02,NBA,Golden,Los,115,91,232.0,206,0,2.6,118.1,115.5,0.5,0.3,113.1,112.8,0.4,2.3000000000000003,5.0,2.700000000000003,0.09999999999999998
2023-03-02,NCAAB,Long,Cal,77,61,141.0,138,0,1.5,79.1,77.6,0.5,-2.9,65.9,68.8,0.6,4.4,13.199999999999989,8.799999999999997,-0.09999999999999998
2023-03-02,NCAAB,Pacific,Pepperdine,84,71,160.0,155,0,-4.5,79.1,83.6,0.7,-9.2,79.3,88.5,0.8,4.699999999999999,-0.20000000000000284,-4.900000000000006,-0.10000000000000009
2023-03-02,NCAAB,Utep,Western,68,73,136.0,141,1,-1.1,69.9,71.0,0.6,-8.0,66.0,74.0,0.4,6.9,3.9000000000000057,-3.0,0.19999999999999996
2023-03-02,NCAAB,Oregon,Stanford,60,83,130.0,143,1,-2.3,61.3,63.6,0.1,5.0,73.0,68.0,0.8,-7.3,-11.700000000000003,-4.399999999999999,-0.7000000000000001
2023-03-02,NCAAB,Georgia,Louisiana-Monroe,66,57,130.0,123,0,-0.3,71.9,72.2,0.6,-2.0,66.5,68.5,0.6,1.7,5.400000000000006,3.700000000000003,0.0
2023-03-02,NCAAB,Missouri,Uic,74,57,127.0,131,1,-0.6,72.0,72.6,0.6,-6.9,69.6,76.5,0.7,6.300000000000001,2.4000000000000057,-3.9000000000000057,-0.09999999999999998
2023-03-03,NCAAB,Radford,Winthrop,78,69,139.0,147,1,0.9,65.3,64.4,0.2,0.1,73.9,73.8,0.5,0.8,-8.600000000000009,-9.399999999999991,-0.3
2023-03-03,NBA,Chicago,Phoenix,104,125,224.0,229,1,-3.1,97.7,100.8,0.3,5.5,111.7,106.2,0.5,-8.6,-14.0,-5.400000000000006,-0.2
2023-03-03,NBA,Sacramento,Los,128,127,240.0,255,1,9.3,111.8,102.5,0.9,-1.6,109.6,111.2,0.3,10.9,2.200000000000003,-8.700000000000003,0.6000000000000001
2023-03-03,NBA,Golden,New,108,99,231.0,207,0,4.5,118.4,113.9,0.5,0.7,89.4,88.7,0.5,3.8,29.0,25.200000000000003,0.0
2023-03-03,NCAAB,Southern,Missouri,54,51,122.0,105,0,0.7,71.6,70.9,0.8,0.2,71.8,71.6,0.6,0.49999999999999994,-0.20000000000000284,-0.6999999999999886,0.20000000000000007
2023-03-03,NCAAB,Southern,California,81,71,148.0,152,1,3.3,71.1,67.8,0.7,-5.9,54.4,60.3,0.3,9.2,16.699999999999996,7.5,0.39999999999999997
2023-03-03,NCAAB,Byu,Portland,82,71,154.0,153,0,4.2,77.8,73.6,0.5,-14.0,102.0,116.0,0.8,18.2,-24.200000000000003,-42.400000000000006,-0.30000000000000004
2023-03-03,NCAAB,Utah,Stephen,113,69,140.0,182,1,-3.0,97.8,100.8,0.2,0.1,67.6,67.5,0.4,-3.1,30.200000000000003,33.3,-0.2
2023-03-03,NCAAB,San,Pacific,80,63,156.0,143,0,-14.4,95.0,109.4,0.6,-2.1,80.4,82.5,0.6,-12.3,14.599999999999994,26.900000000000006,0.0
2023-03-03,NCAAB,Chattanooga,Vmi,92,72,150.0,164,1,-0.6,73.6,74.2,0.6,-9.1,66.1,75.2,0.5,8.5,7.5,-1.0,0.09999999999999998
2023-03-03,NCAAB,Ohio,Bowling,92,58,156.0,150,0,-2.1,72.5,74.6,0.6,-7.1,73.4,80.5,0.4,5.0,-0.9000000000000057,-5.900000000000006,0.19999999999999996
2023-03-03,NCAAB,Usc,Gardner-Webb,77,76,135.0,153,1,4.1,72.5,68.4,0.7,2.0,66.3,64.3,0.5,2.0999999999999996,6.200000000000003,4.1000000000000085,0.19999999999999996
2023-03-03,NCAAB,Ball,Toledo,81,87,160.0,168,1,8.7,80.3,71.6,0.6,11.5,88.1,76.6,0.9,-2.8000000000000007,-7.799999999999997,-5.0,-0.30000000000000004
2023-03-03,NCAAB,Drake,Murray,74,62,141.0,136,0,11.3,76.2,64.9,0.7,-9.3,68.2,77.5,0.8,20.6,8.0,-12.599999999999994,-0.10000000000000009
2023-03-03,NCAAB,Northern,Eastern,85,66,150.0,151,1,0.5,75.0,74.5,0.7,0.7,67.9,67.2,0.2,-0.19999999999999996,7.099999999999994,7.299999999999997,0.49999999999999994
2023-03-03,NCAAB,Buffalo,Miami,68,63,153.0,131,0,-2.0,76.0,78.0,0.5,-5.4,89.1,94.5,0.5,3.4000000000000004,-13.099999999999994,-16.5,0.0
2023-03-03,NCAAB,Western,Central,81,65,139.0,146,1,-4.1,67.4,71.5,0.4,-12.8,68.7,81.5,0.7,8.700000000000001,-1.2999999999999972,-10.0,-0.29999999999999993
2023-03-03,NCAAB,Saint,Dayton,65,61,137.0,126,0,-5.1,67.8,72.9,0.5,6.8,71.8,65.0,0.5,-11.899999999999999,-4.0,7.900000000000006,0.0
2023-03-03,NCAAB,Denver,North,68,83,149.0,151,1,-5.7,95.4,101.1,0.4,0.1,72.8,72.7,0.4,-5.8,22.60000000000001,28.39999999999999,0.0
2023-03-04,NCAAB,Vermont,Njit,84,57,138.0,141,1,9.9,73.2,63.3,0.6,-2.8,66.8,69.6,0.4,12.7,6.400000000000006,-6.299999999999997,0.19999999999999996
2023-03-04,NCAAB,Oregon,California,69,66,123.0,135,1,-6.6,60.5,67.1,0.2,-6.8,54.4,61.2,0.4,0.20000000000000018,6.100000000000001,5.8999999999999915,-0.2
2023-03-04,NCAAB,Xavier,Butler,78,66,142.0,144,1,7.2,85.3,78.1,0.7,-2.8,64.9,67.7,0.3,10.0,20.39999999999999,10.399999999999991,0.39999999999999997
2023-03-04,NCAAB,Umbc,Binghamton,65,67,143.0,132,0,-1.1,72.8,73.9,0.5,-4.5,67.2,71.7,0.3,3.4,5.599999999999994,2.200000000000003,0.2
2023-03-04,NCAAB,Oral,North,96,80,156.0,176,1,13.6,85.0,71.4,0.5,1.8,74.0,72.2,0.5,11.799999999999999,11.0,-0.7999999999999972,0.0
2023-03-04,NCAAB,Rider,Iona,78,80,144.0,158,1,2.7,70.1,67.4,0.5,8.6,73.6,65.0,0.4,-5.8999999999999995,-3.5,2.4000000000000057,0.09999999999999998
2023-03-04,NCAAB,Brown,Yale,75,84,139.0,159,1,1.8,71.2,69.4,0.6,14.0,76.4,62.4,0.4,-12.2,-5.200000000000003,7.000000000000007,0.19999999999999996
2023-03-04,NCAAB,Fdu,St.,70,50,156.0,120,0,-4.0,76.0,80.0,0.7,3.1,75.8,72.7,0.6,-7.1,0.20000000000000284,7.299999999999997,0.09999999999999998
2023-03-04,NCAAB,Delaware,Northeastern,77,74,137.0,151,1,-3.7,69.6,73.3,0.4,-12.6,62.9,75.5,0.5,8.899999999999999,6.699999999999996,-2.200000000000003,-0.09999999999999998
2023-03-04,NCAAB,San,Wyoming,67,50,136.0,117,0,-9.9,96.2,106.1,0.5,-0.9,69.1,70.0,0.6,-9.0,27.10000000000001,36.099999999999994,-0.09999999999999998
2023-03-04,NCAAB,South,Omaha,63,55,143.0,118,0,-2.8,75.1,77.9,0.6,-4.5,71.5,76.0,0.7,1.7000000000000002,3.5999999999999943,1.9000000000000057,-0.09999999999999998
2023-03-04,NCAAB,Portland,Northern,80,84,161.0,164,1,-12.6,99.0,111.6,0.8,3.2,76.1,72.9,0.7,-15.8,22.900000000000006,38.69999999999999,0.10000000000000009
2023-03-04,NCAAB,Cal,Uc,72,73,129.0,145,1,-4.6,66.8,71.4,0.6,3.7,77.7,74.0,0.7,-8.3,-10.900000000000006,-2.5999999999999943,-0.09999999999999998
2023-03-04,NCAAB,Usc,Arizona,68,65,140.0,133,0,2.9,72.5,69.6,0.7,7.6,78.2,70.6,0.6,-4.699999999999999,-5.700000000000003,-1.0,0.09999999999999998
2023-03-04,NCAAB,Fresno,Chicago,108,72,133.0,180,1,-2.3,62.6,64.9,0.6,-6.0,95.2,101.2,0.3,3.7,-32.6,-36.3,0.3
2023-03-04,NCAAB,Cornell,Columbia,87,73,161.0,160,0,7.7,84.2,76.5,0.6,-17.6,63.9,81.5,0.5,25.3,20.300000000000004,-5.0,0.09999999999999998
2023-03-04,NBA,San,Houston,110,122,230.0,232,1,-5.6,91.3,96.9,0.4,12.7,89.3,76.6,0.7,-18.299999999999997,2.0,20.30000000000001,-0.29999999999999993
2023-03-04,NBA,Miami,Atlanta,117,109,227.0,226,0,-5.5,84.6,90.1,0.4,4.1,119.5,115.4,0.4,-9.6,-34.900000000000006,-25.30000000000001,0.0
2023-03-04,NCAAB,Utah,Boise,86,73,143.0,159,1,1.8,102.0,100.2,0.2,10.5,74.9,64.4,0.5,-8.7,27.099999999999994,35.8,-0.3
2023-03-04,NCAAB,Grambling,Alabama,69,49,130.0,118,0,3.3,64.6,61.3,0.5,0.4,67.8,67.4,0.5,2.9,-3.200000000000003,-6.1000000000000085,0.0
2023-03-04,NCAAB,Virginia,Louisville,75,60,128.0,135,1,0.5,74.0,73.5,0.8,-18.0,61.7,79.7,0.4,18.5,12.299999999999997,-6.200000000000003,0.4
2023-03-04,NCAAB,Arkansas-Pine,Alcorn,58,63,143.0,121,0,-7.6,63.3,70.9,0.4,-11.5,66.3,77.8,0.7,3.9000000000000004,-3.0,-6.8999999999999915,-0.29999999999999993
2023-03-04,NCAAB,Fordham,Duquesne,87,60,145.0,147,1,0.4,68.0,67.6,0.6,6.1,73.6,67.5,0.3,-5.699999999999999,-5.599999999999994,0.09999999999999432,0.3
2023-03-04,NCAAB,Texas,Alabama,67,61,154.0,128,0,9.1,72.8,63.7,0.4,-2.6,64.8,67.4,0.5,11.7,8.0,-3.700000000000003,-0.09999999999999998
2023-03-04,NCAAB,William,Elon,73,51,134.0,124,0,-4.3,65.5,69.8,0.5,-8.6,64.2,72.8,0.3,4.3,1.2999999999999972,-3.0,0.2
2023-03-04,NCAAB,Furman,Mercer,73,58,142.0,131,0,13.8,83.1,69.3,0.5,-7.8,58.9,66.7,0.2,21.6,24.199999999999996,2.5999999999999943,0.3
2023-03-04,NCAAB,Baylor,Iowa,58,73,134.0,131,0,3.3,78.1,74.8,0.6,-2.6,70.3,72.9,0.5,5.9,7.799999999999997,1.8999999999999915,0.09999999999999998
2023-03-04,NCAAB,Princeton,Penn,77,69,149.0,146,0,4.2,73.5,69.3,0.6,0.0,70.3,70.3,0.5,4.2,3.200000000000003,-1.0,0.09999999999999998
2023-03-04,NCAAB,New,Bryant,67,60,143.0,127,0,1.6,89.1,87.5,0.5,0.6,79.0,78.4,0.6,1.0,10.099999999999994,9.099999999999994,-0.09999999999999998
2023-03-04,NCAAB,Boston,Georgia,65,73,137.0,138,1,-1.9,85.4,87.3,0.6,0.7,71.5,70.8,0.6,-2.5999999999999996,13.900000000000006,16.5,0.0
2023-03-04,NCAAB,Charlotte,Uab,91,93,135.0,184,1,-5.3,84.7,90.0,0.3,7.2,77.4,70.2,0.7,-12.5,7.299999999999997,19.799999999999997,-0.39999999999999997
2023-03-04,NCAAB,Drexel,Monmouth,64,45,130.0,109,0,5.4,66.5,61.1,0.3,-10.0,62.1,72.1,0.5,15.4,4.399999999999999,-10.999999999999993,-0.2
2023-03-04,NCAAB,Uc,Long,93,92,157.0,185,1,2.6,76.2,73.6,0.7,2.4,78.6,76.2,0.4,0.20000000000000018,-2.3999999999999915,-2.6000000000000085,0.29999999999999993
2023-03-04,NCAAB,Virginia,Florida,82,60,152.0,142,0,1.7,73.7,72.0,0.8,2.0,74.6,72.6,0.6,-0.30000000000000004,-0.8999999999999915,-0.5999999999999943,0.20000000000000007
2023-03-04,NCAAB,Air,San,61,63,129.0,124,0,1.0,63.7,62.7,0.3,-4.2,90.7,94.9,0.4,5.2,-27.0,-32.2,-0.10000000000000003
2023-03-04,NCAAB,Oregon,Stanford,73,68,138.0,141,1,-6.9,59.9,66.8,0.2,7.6,74.3,66.7,0.8,-14.5,-14.399999999999999,0.09999999999999432,-0.6000000000000001
2023-03-04,NCAAB,Southern,Alabama,65,68,140.0,133,0,3.4,71.6,68.2,0.7,-3.4,63.9,67.3,0.4,6.8,7.699999999999996,0.9000000000000057,0.29999999999999993
2023-03-04,NCAAB,Auburn,Tennessee,79,70,130.0,149,1,6.5,77.9,71.4,0.7,5.8,76.8,71.0,0.5,0.7000000000000002,1.1000000000000085,0.4000000000000057,0.19999999999999996
2023-03-04,NCAAB,Texas,Oklahoma,68,71,138.0,139,1,6.3,70.1,63.8,0.3,-3.8,106.0,109.8,0.3,10.1,-35.900000000000006,-46.0,0.0
2023-03-04,NCAAB,West,Kansas,89,81,149.0,170,1,-2.8,71.6,74.4,0.6,-3.5,65.3,68.8,0.3,0.7000000000000002,6.299999999999997,5.6000000000000085,0.3
2023-03-04,NCAAB,Marshall,Texas,68,71,146.0,139,0,13.0,84.0,71.0,0.7,4.9,69.0,64.1,0.3,8.1,15.0,6.900000000000006,0.39999999999999997
2023-03-04,NCAAB,Syracuse,Wake,72,63,156.0,135,0,4.5,76.3,71.8,0.7,3.6,77.9,74.3,0.6,0.8999999999999999,-1.6000000000000085,-2.5,0.09999999999999998
2023-03-04,NCAAB,Nevada,Unlv,67,69,142.0,136,0,2.7,73.6,70.9,0.7,1.1,69.1,68.0,0.6,1.6,4.5,2.9000000000000057,0.09999999999999998
2023-03-04,NCAAB,Prairie,Texas,78,74,137.0,152,1,-4.4,62.3,66.7,0.4,4.6,69.9,65.3,0.3,-9.0,-7.6000000000000085,1.4000000000000057,0.10000000000000003
2023-03-04,NCAAB,Bethune-Cookman,Florida,91,70,133.0,161,1,-7.6,68.3,75.9,0.6,0.1,73.4,73.3,0.5,-7.699999999999999,-5.1000000000000085,2.6000000000000085,0.09999999999999998
2023-03-04,NCAAB,Texas,Kansas,75,59,149.0,134,0,3.7,70.9,67.2,0.4,-2.0,67.4,69.4,0.4,5.7,3.5,-2.200000000000003,0.0
2023-03-04,NCAAB,Colorado,Utah,69,60,134.0,129,0,-4.0,65.3,69.3,0.5,5.7,104.4,98.7,0.2,-9.7,-39.10000000000001,-29.400000000000006,0.3
2023-03-04,NCAAB,North,Duke,57,62,144.0,119,0,1.3,75.0,73.7,0.5,6.8,71.8,65.0,0.5,-5.5,3.200000000000003,8.700000000000003,0.0
2023-03-05,NBA,Los,Golden,113,105,234.0,218,0,-1.1,111.9,113.0,0.4,6.6,117.9,111.3,0.4,-7.699999999999999,-6.0,1.7000000000000028,0.0
