Date,League,HomeTeam,AwayTeam,HomeScore,AwayScore,OU_Line,TotalPoints,OU_Result,Home_Avg_MOV,Home_Avg_Pts_For,Home_Avg_Pts_Against,Home_Avg_OU_Hit_Rate,Away_Avg_MOV,Away_Avg_Pts_For,Away_Avg_Pts_Against,Away_Avg_OU_Hit_Rate,Avg_MOV_Diff,Avg_Pts_For_Diff,Avg_Pts_Against_Diff,Avg_OU_Hit_Rate_Diff
2023-01-29,NCAAB,Robert,Oakland,68,63,138.0,131,0,0.7,69.5,68.8,0.5,-6.0,71.0,77.0,0.4,6.7,-1.5,-8.200000000000003,0.09999999999999998
2023-01-29,NCAAB,Purdue,Michigan,77,61,130.0,138,1,2.2,73.8,71.6,0.7,3.2,69.2,66.0,0.5,-1.0,4.599999999999994,5.599999999999994,0.19999999999999996
2023-01-29,NCAAB,Lehigh,Boston,66,55,138.0,121,0,-3.1,70.4,73.5,0.6,4.8,97.0,92.2,0.4,-7.9,-26.599999999999994,-18.700000000000003,0.19999999999999996
2023-01-29,NCAAB,East,Wichita,72,85,132.0,157,1,-1.7,68.5,70.2,0.6,6.0,72.1,66.1,0.5,-7.7,-3.5999999999999943,4.1000000000000085,0.09999999999999998
2023-01-30,NCAAB,Texas,Iowa,80,77,127.0,157,1,-0.8,69.6,70.4,0.4,5.3,75.6,70.3,0.8,-6.1,-6.0,0.10000000000000853,-0.4
2023-01-30,NBA,Brooklyn,Los,121,104,231.0,225,0,6.1,120.3,114.2,0.6,4.5,118.3,113.8,0.6,1.5999999999999996,2.0,0.4000000000000057,0.0
2023-01-30,NBA,Dallas,Detroit,111,105,232.0,216,0,-0.7,111.4,112.1,0.4,-2.2,100.6,102.8,0.8,1.5000000000000002,10.800000000000011,9.299999999999997,-0.4
2023-01-30,NCAAB,Southern,Jackson,73,62,148.0,135,0,6.9,74.3,67.4,0.7,-6.4,61.8,68.2,0.1,13.3,12.5,-0.7999999999999972,0.6
2023-01-30,NCAAB,Colgate,Loyola,76,63,138.0,139,1,10.4,76.9,66.5,0.5,-2.1,68.3,70.4,0.5,12.5,8.600000000000009,-3.9000000000000057,0.0
2023-01-30,NCAAB,Kansas,South,66,67,129.0,133,1,-0.1,72.7,72.8,0.7,-4.8,71.3,76.1,0.8,4.7,1.4000000000000057,-3.299999999999997,-0.10000000000000009
2023-01-31,NCAAB,Buffalo,Akron,64,81,146.0,145,0,-2.9,75.7,78.6,0.5,7.7,70.3,62.6,0.4,-10.6,5.400000000000006,15.999999999999993,0.09999999999999998
2023-01-31,NBA,Cleveland,Miami,97,100,211.0,197,0,7.7,103.2,95.5,0.8,-4.9,85.8,90.7,0.3,12.600000000000001,17.400000000000006,4.799999999999997,0.5
2023-01-31,NBA,Chicago,Los,103,108,225.0,211,0,-2.9,95.3,98.2,0.5,3.3,117.6,114.3,0.6,-6.199999999999999,-22.299999999999997,-16.099999999999994,-0.09999999999999998
2023-01-31,NBA,Denver,New,122,113,232.0,235,1,1.8,102.0,100.2,0.4,-7.2,91.8,99.0,0.5,9.0,10.200000000000003,1.2000000000000028,-0.09999999999999998
2023-01-31,NCAAB,Western,Northern,59,73,145.0,132,0,-2.8,68.5,71.3,0.6,2.8,75.3,72.5,0.7,-5.6,-6.799999999999997,-1.2000000000000028,-0.09999999999999998
2023-01-31,NCAAB,Nevada,San,75,66,138.0,141,1,4.8,73.9,69.1,0.6,-4.0,86.1,90.1,0.7,8.8,-12.199999999999989,-21.0,-0.09999999999999998
2023-01-31,NCAAB,Maryland,Indiana,66,55,139.0,121,0,6.3,71.5,65.2,0.5,-1.0,86.0,87.0,0.5,7.3,-14.5,-21.799999999999997,0.0
2023-01-31,NCAAB,Tcu,West,76,72,143.0,148,1,14.0,81.2,67.2,0.6,2.0,75.6,73.6,0.5,12.0,5.6000000000000085,-6.3999999999999915,0.09999999999999998
2023-01-31,NCAAB,Dayton,Loyola,85,81,130.0,166,1,10.6,69.9,59.3,0.5,-4.4,67.9,72.3,0.6,15.0,2.0,-13.0,-0.09999999999999998
2023-01-31,NCAAB,Eastern,Ohio,90,79,156.0,169,1,2.3,76.0,73.7,0.5,7.4,76.3,68.9,0.5,-5.1000000000000005,-0.29999999999999716,4.799999999999997,0.0
2023-02-01,NBA,Memphis,Portland,112,122,239.0,234,0,3.2,117.1,113.9,0.8,-5.8,86.1,91.9,0.4,9.0,31.0,22.0,0.4
2023-02-01,NBA,Boston,Brooklyn,139,96,224.0,235,1,0.8,90.1,89.3,0.4,8.7,121.8,113.1,0.5,-7.8999999999999995,-31.700000000000003,-23.799999999999997,-0.09999999999999998
2023-02-01,NCAAB,Umass,University,66,50,143.0,116,0,4.8,79.4,74.6,0.8,-6.7,66.0,72.7,0.5,11.5,13.400000000000006,1.8999999999999915,0.30000000000000004
2023-02-01,NBA,San,Sacramento,109,119,244.0,228,0,-5.7,84.5,90.2,0.7,2.8,106.9,104.1,0.4,-8.5,-22.400000000000006,-13.899999999999991,0.29999999999999993
2023-02-01,NCAAB,Georgetown,Creighton,53,63,151.0,116,0,-10.5,71.4,81.9,0.7,6.7,73.5,66.8,0.3,-17.2,-2.0999999999999943,15.100000000000009,0.39999999999999997
2023-02-01,NCAAB,Xavier,Providence,85,83,154.0,168,1,9.0,83.3,74.3,0.6,6.5,74.3,67.8,0.3,2.5,9.0,6.5,0.3
2023-02-01,NCAAB,East,Wofford,77,52,139.0,129,0,-2.1,69.8,71.9,0.7,4.8,75.0,70.2,0.7,-6.9,-5.200000000000003,1.7000000000000028,0.0
2023-02-01,NCAAB,Western,Samford,77,85,144.0,162,1,-4.7,66.8,71.5,0.5,4.2,73.2,69.0,0.4,-8.9,-6.400000000000006,2.5,0.09999999999999998
2023-02-01,NCAAB,Richmond,St.,62,66,130.0,128,0,-4.8,66.5,71.3,0.7,-0.6,66.7,67.3,0.4,-4.2,-0.20000000000000284,4.0,0.29999999999999993
2023-02-01,NCAAB,La,George,75,64,149.0,139,0,-6.7,67.7,74.4,0.6,2.4,73.1,70.7,0.6,-9.1,-5.3999999999999915,3.700000000000003,0.0
2023-02-01,NCAAB,South,East,71,63,142.0,134,0,-4.4,69.5,73.9,0.8,1.5,70.5,69.0,0.6,-5.9,-1.0,4.900000000000006,0.20000000000000007
2023-02-01,NCAAB,Cincinnati,Tulsa,81,55,144.0,136,0,0.7,73.9,73.2,0.6,-13.8,64.7,78.5,0.5,14.5,9.200000000000003,-5.299999999999997,0.09999999999999998
2023-02-01,NCAAB,Lehigh,Army,69,71,145.0,140,0,-1.6,71.0,72.6,0.6,-4.1,68.8,72.9,0.4,2.4999999999999996,2.200000000000003,-0.30000000000001137,0.19999999999999996
2023-02-01,NBA,Minnesota,Golden,119,114,242.0,233,0,-1.5,99.9,101.4,0.4,2.7,118.7,116.0,0.5,-4.2,-18.799999999999997,-14.599999999999994,-0.09999999999999998
2023-02-01,NCAAB,Campbell,Usc,78,66,133.0,144,1,-4.9,64.8,69.7,0.6,-3.4,68.3,71.7,0.5,-1.5000000000000004,-3.5,-2.0,0.09999999999999998
2023-02-01,NCAAB,Njit,New,67,74,131.0,141,1,-5.8,67.0,72.8,0.6,-6.6,90.7,97.3,0.5,0.7999999999999998,-23.700000000000003,-24.5,0.09999999999999998
2023-02-01,NCAAB,Missouri,Valparaiso,76,67,130.0,143,1,0.9,72.3,71.4,0.4,-13.7,62.7,76.4,0.5,14.6,9.599999999999994,-5.0,-0.09999999999999998
2023-02-01,NCAAB,Illinois,Uic,68,62,135.0,130,0,5.7,72.9,67.2,0.6,-8.0,66.2,74.2,0.6,13.7,6.700000000000003,-7.0,0.0
2023-02-01,NCAAB,Murray,Belmont,83,82,146.0,165,1,3.9,69.8,65.9,0.5,2.5,75.9,73.4,0.7,1.4,-6.1000000000000085,-7.5,-0.19999999999999996
2023-02-01,NCAAB,St.,Seton,72,84,143.0,156,1,0.1,68.2,68.1,0.4,4.2,68.0,63.8,0.4,-4.1000000000000005,0.20000000000000284,4.299999999999997,0.0
2023-02-01,NCAAB,North,Florida,94,66,151.0,160,1,-5.4,70.0,75.4,0.7,4.0,72.3,68.3,0.6,-9.4,-2.299999999999997,7.1000000000000085,0.09999999999999998
2023-02-01,NCAAB,Missouri,Lsu,87,77,147.0,164,1,-0.5,71.4,71.9,0.4,0.2,69.3,69.1,0.5,-0.7,2.1000000000000085,2.8000000000000114,-0.09999999999999998
2023-02-01,NCAAB,California,Southern,71,72,144.0,143,0,-7.8,63.4,71.2,0.7,6.4,73.5,67.1,0.6,-14.2,-10.100000000000001,4.1000000000000085,0.09999999999999998
2023-02-01,NCAAB,Auburn,Georgia,94,73,142.0,167,1,9.6,72.2,62.6,0.7,-8.1,66.1,74.2,0.6,17.7,6.1000000000000085,-11.600000000000001,0.09999999999999998
2023-02-02,NBA,Milwaukee,Los,106,105,230.0,211,0,4.0,99.6,95.6,0.6,2.4,117.2,114.8,0.6,1.6,-17.60000000000001,-19.200000000000003,0.0
2023-02-02,NBA,Cleveland,Memphis,128,113,223.0,241,1,8.8,105.8,97.0,0.7,3.9,117.5,113.6,0.7,4.9,-11.700000000000003,-16.599999999999994,0.0
2023-02-02,NBA,New,Miami,106,104,213.0,210,0,-6.1,90.0,96.1,0.5,-3.2,89.7,92.9,0.3,-2.8999999999999995,0.29999999999999716,3.1999999999999886,0.2
2023-02-02,NBA,Dallas,New,111,106,223.0,217,0,0.0,112.6,112.6,0.4,-4.8,93.7,98.5,0.4,4.8,18.89999999999999,14.099999999999994,0.0
2023-02-02,NCAAB,Southern,Tennessee,76,80,155.0,156,1,7.2,75.2,68.0,0.6,6.3,75.4,69.1,0.7,0.9000000000000004,-0.20000000000000284,-1.0999999999999943,-0.09999999999999998
2023-02-02,NCAAB,Usc,Washington,80,70,131.0,150,1,-4.1,66.4,70.5,0.5,-1.5,90.6,92.1,0.5,-2.5999999999999996,-24.19999999999999,-21.599999999999994,0.0
2023-02-02,NCAAB,Arizona,Oregon,68,57,129.0,125,0,1.1,67.2,66.1,0.3,0.2,64.5,64.3,0.5,0.9000000000000001,2.700000000000003,1.7999999999999972,-0.2
2023-02-02,NCAAB,Houston,Northwestern,76,94,155.0,170,1,1.5,83.2,81.7,0.3,-2.6,66.2,68.8,0.4,4.1,17.0,12.900000000000006,-0.10000000000000003
2023-02-02,NCAAB,Utah,Stanford,72,78,136.0,150,1,0.5,84.6,84.1,0.6,7.0,69.0,62.0,0.6,-6.5,15.599999999999994,22.099999999999994,0.0
2023-02-02,NCAAB,Southeast,Little,99,98,157.0,197,1,-1.1,71.9,73.0,0.6,-7.5,71.4,78.9,0.6,6.4,0.5,-5.900000000000006,0.0
2023-02-02,NCAAB,Montana,Northern,69,67,142.0,136,0,1.6,72.0,70.4,0.5,4.0,75.7,71.7,0.7,-2.4,-3.700000000000003,-1.2999999999999972,-0.19999999999999996
2023-02-02,NCAAB,Montana,Northern,69,68,140.0,137,0,0.8,70.8,70.0,0.4,3.4,74.3,70.9,0.6,-2.5999999999999996,-3.5,-0.9000000000000057,-0.19999999999999996
2023-02-02,NCAAB,Utah,Utah,69,76,152.0,145,0,0.0,80.1,80.1,0.6,0.0,80.1,80.1,0.6,0.0,0.0,0.0,0.0
2023-02-02,NCAAB,Uc,Hawai'I,75,63,136.0,138,1,8.6,78.6,70.0,0.6,4.5,68.4,63.9,0.5,4.1,10.199999999999989,6.100000000000001,0.09999999999999998
2023-02-02,NCAAB,Colorado,California,59,46,130.0,105,0,-5.1,70.3,75.4,0.8,-6.6,63.7,70.3,0.6,1.5,6.599999999999994,5.1000000000000085,0.20000000000000007
2023-02-02,NCAAB,Uc,Uc,60,76,140.0,136,0,8.1,77.4,69.3,0.6,8.1,77.4,69.3,0.6,0.0,0.0,0.0,0.0
2023-02-02,NCAAB,Sacramento,Eastern,63,82,137.0,145,1,4.1,107.1,103.0,0.4,-1.5,73.7,75.2,0.5,5.6,33.39999999999999,27.799999999999997,-0.09999999999999998
2023-02-02,NCAAB,San,Portland,61,80,161.0,141,0,-6.6,88.0,94.6,0.6,-0.8,90.8,91.6,0.3,-5.8,-2.799999999999997,3.0,0.3
2023-02-02,NCAAB,Unc,North,87,63,137.0,150,1,8.6,67.1,58.5,0.3,-1.4,72.7,74.1,0.7,10.0,-5.6000000000000085,-15.599999999999994,-0.39999999999999997
2023-02-02,NCAAB,Ohio,Wisconsin,60,65,132.0,125,0,4.4,75.7,71.3,0.5,-3.2,65.6,68.8,0.7,7.6000000000000005,10.100000000000009,2.5,-0.19999999999999996
2023-02-02,NCAAB,Appalachian,Marshall,58,66,147.0,124,0,-3.6,64.1,67.7,0.3,12.4,80.4,68.0,0.5,-16.0,-16.30000000000001,-0.29999999999999716,-0.2
2023-02-02,NCAAB,Monmouth,Delaware,70,62,135.0,132,0,-13.3,62.8,76.1,0.5,-4.0,71.7,75.7,0.6,-9.3,-8.900000000000006,0.3999999999999915,-0.09999999999999998
2023-02-02,NCAAB,Jacksonville,North,63,76,136.0,139,1,-5.2,61.8,67.0,0.4,-2.6,73.0,75.6,0.7,-2.6,-11.200000000000003,-8.599999999999994,-0.29999999999999993
2023-02-02,NCAAB,Charlotte,Florida,54,57,134.0,111,0,-5.9,102.2,108.1,0.5,1.3,73.1,71.8,0.7,-7.2,29.10000000000001,36.3,-0.19999999999999996
2023-02-02,NCAAB,Mercer,Unc,49,69,127.0,118,0,-6.0,62.3,68.3,0.3,10.1,68.5,58.4,0.3,-16.1,-6.200000000000003,9.899999999999999,0.0
2023-02-02,NCAAB,Oakland,Purdue,73,82,147.0,155,1,-3.6,71.1,74.7,0.3,3.0,74.6,71.6,0.8,-6.6,-3.5,3.1000000000000085,-0.5
2023-02-02,NCAAB,Stonehill,St.,74,61,143.0,135,0,-5.8,61.5,67.3,0.1,-3.7,66.7,70.4,0.4,-2.0999999999999996,-5.200000000000003,-3.1000000000000085,-0.30000000000000004
2023-02-02,NCAAB,The,Vmi,69,75,139.0,144,1,-2.4,68.5,70.9,0.4,-9.4,66.3,75.7,0.5,7.0,2.200000000000003,-4.799999999999997,-0.09999999999999998
2023-02-02,NCAAB,Northwestern,Michigan,51,68,138.0,119,0,-1.8,69.5,71.3,0.5,-0.5,66.4,66.9,0.5,-1.3,3.0999999999999943,4.3999999999999915,0.0
2023-02-02,NCAAB,Drexel,Charleston,70,69,142.0,139,0,4.7,64.2,59.5,0.3,9.3,80.8,71.5,0.6,-4.6000000000000005,-16.599999999999994,-12.0,-0.3
2023-02-02,NCAAB,Gonzaga,Santa,88,70,160.0,158,0,10.4,89.2,78.8,0.6,5.5,77.2,71.7,0.3,4.9,12.0,7.099999999999994,0.3
2023-02-03,NCAAB,Ball,Eastern,91,90,151.0,181,1,6.0,75.2,69.2,0.5,-0.3,75.5,75.8,0.6,6.3,-0.29999999999999716,-6.599999999999994,-0.09999999999999998
2023-02-03,NBA,Minnesota,Orlando,120,127,229.0,247,1,0.7,100.0,99.3,0.3,-1.1,116.0,117.1,0.7,1.8,-16.0,-17.799999999999997,-0.39999999999999997
2023-02-03,NBA,Utah,Atlanta,108,115,243.0,223,0,-1.5,79.4,80.9,0.4,1.8,118.5,116.7,0.5,-3.3,-39.099999999999994,-35.8,-0.09999999999999998
2023-02-03,NBA,San,Philadelphia,125,137,234.0,262,1,-9.5,85.6,95.1,0.5,4.2,116.5,112.3,0.7,-13.7,-30.900000000000006,-17.200000000000003,-0.19999999999999996
2023-02-03,NBA,Houston,Toronto,111,117,223.0,228,1,-1.6,83.6,85.2,0.4,-0.3,116.2,116.5,0.6,-1.3,-32.60000000000001,-31.299999999999997,-0.19999999999999996
2023-02-03,NCAAB,Penn,Columbia,74,65,145.0,139,0,1.5,71.6,70.1,0.7,-11.0,60.9,71.9,0.3,12.5,10.699999999999996,-1.8000000000000114,0.39999999999999997
2023-02-03,NCAAB,Dartmouth,Brown,61,73,142.0,134,0,-6.6,62.1,68.7,0.4,0.5,66.5,66.0,0.4,-7.1,-4.399999999999999,2.700000000000003,0.0
2023-02-03,NBA,Boston,Phoenix,94,106,220.0,200,0,4.2,97.2,93.0,0.5,2.0,112.6,110.6,0.5,2.2,-15.399999999999991,-17.599999999999994,0.0
2023-02-04,NCAAB,Denver,St.,57,68,148.0,125,0,-0.2,101.6,101.8,0.5,-2.4,66.7,69.1,0.3,2.1999999999999997,34.89999999999999,32.7,0.2
2023-02-04,NCAAB,Byu,Pacific,81,66,149.0,147,0,9.6,83.0,73.4,0.6,-1.1,83.5,84.6,1.0,10.7,-0.5,-11.199999999999989,-0.4
2023-02-04,NCAAB,New,Seattle,82,75,145.0,157,1,-4.9,94.7,99.6,0.4,3.3,71.3,68.0,0.3,-8.2,23.400000000000006,31.599999999999994,0.10000000000000003
2023-02-04,NCAAB,Montana,Northern,67,66,136.0,133,0,2.0,71.1,69.1,0.3,3.8,72.8,69.0,0.5,-1.7999999999999998,-1.7000000000000028,0.09999999999999432,-0.2
2023-02-04,NCAAB,Arizona,Oregon,84,52,142.0,136,0,3.1,68.0,64.9,0.3,0.0,63.4,63.4,0.4,3.1,4.600000000000001,1.500000000000007,-0.10000000000000003
2023-02-04,NCAAB,Portland,Eastern,88,98,154.0,186,1,1.3,92.1,90.8,0.3,1.0,78.2,77.2,0.7,0.30000000000000004,13.899999999999991,13.599999999999994,-0.39999999999999997
2023-02-04,NCAAB,Cal,Uc,72,67,126.0,139,1,-9.7,58.4,68.1,0.6,6.5,76.7,70.2,0.5,-16.2,-18.300000000000004,-2.1000000000000085,0.09999999999999998
2023-02-04,NCAAB,Uc,Cal,69,75,126.0,144,1,4.6,76.3,71.7,0.6,-6.2,61.0,67.2,0.6,10.8,15.299999999999997,4.5,0.0
2023-02-04,NCAAB,San,Santa,70,84,152.0,154,1,-4.0,86.1,90.1,0.6,2.7,75.6,72.9,0.2,-6.7,10.5,17.19999999999999,0.39999999999999997
2023-02-04,NCAAB,Colorado,Utah,79,88,148.0,167,1,-4.6,67.6,72.2,0.7,-4.0,78.2,82.2,0.4,-0.5999999999999996,-10.600000000000009,-10.0,0.29999999999999993
2023-02-04,NCAAB,Pepperdine,Portland,94,93,157.0,187,1,-9.2,74.7,83.9,0.7,1.3,91.4,90.1,0.4,-10.5,-16.700000000000003,-6.199999999999989,0.29999999999999993
2023-02-04,NCAAB,Montana,Northern,75,62,145.0,137,0,3.8,72.5,68.7,0.3,3.1,71.6,68.5,0.4,0.6999999999999997,0.9000000000000057,0.20000000000000284,-0.10000000000000003
2023-02-04,NCAAB,Florida,North,85,87,146.0,172,1,-0.5,70.7,71.2,0.6,1.1,73.5,72.4,0.7,-1.6,-2.799999999999997,-1.2000000000000028,-0.09999999999999998
2023-02-04,NCAAB,High,Charleston,81,73,153.0,154,1,-9.1,73.3,82.4,0.7,8.7,78.7,70.0,0.5,-17.799999999999997,-5.400000000000006,12.400000000000006,0.19999999999999996
2023-02-04,NCAAB,Old,Georgia,64,58,131.0,122,0,1.4,68.0,66.6,0.4,-10.1,66.2,76.3,0.6,11.5,1.7999999999999972,-9.700000000000003,-0.19999999999999996
2023-02-04,NCAAB,Troy,Texas,68,64,128.0,132,1,2.5,71.0,68.5,0.6,0.3,70.3,70.0,0.4,2.2,0.7000000000000028,-1.5,0.19999999999999996
2023-02-04,NCAAB,Cal,Uc,64,58,131.0,122,0,-3.8,62.7,66.5,0.6,1.2,76.1,74.9,0.6,-5.0,-13.399999999999991,-8.400000000000006,0.0
2023-02-04,NCAAB,Duke,North,63,57,146.0,120,0,7.7,70.2,62.5,0.3,1.0,73.7,72.7,0.7,6.7,-3.5,-10.200000000000003,-0.39999999999999997
2023-02-04,NCAAB,Jackson,Mississippi,78,82,136.0,160,1,-7.6,61.1,68.7,0.1,-4.9,68.0,72.9,0.6,-2.6999999999999993,-6.899999999999999,-4.200000000000003,-0.5
2023-02-04,NCAAB,Mississippi,Missouri,63,52,138.0,115,0,-4.1,70.4,74.5,0.7,2.3,73.7,71.4,0.5,-6.3999999999999995,-3.299999999999997,3.0999999999999943,0.19999999999999996
2023-02-04,NCAAB,Dartmouth,Yale,53,72,137.0,125,0,-5.9,61.2,67.1,0.3,13.8,74.5,60.7,0.3,-19.700000000000003,-13.299999999999997,6.3999999999999915,0.0
2023-02-04,NCAAB,Bucknell,Army,73,67,142.0,140,0,-4.3,65.7,70.0,0.5,-3.0,69.2,72.2,0.4,-1.2999999999999998,-3.5,-2.200000000000003,0.09999999999999998
2023-02-04,NCAAB,Kansas,Oral,57,85,144.0,142,0,0.1,72.2,72.1,0.7,16.0,86.3,70.3,0.6,-15.9,-14.099999999999994,1.7999999999999972,0.09999999999999998
2023-02-04,NBA,New,Los,128,134,221.0,262,1,-3.9,93.5,97.4,0.4,1.4,115.6,114.2,0.6,-5.3,-22.099999999999994,-16.799999999999997,-0.19999999999999996
2023-02-04,NCAAB,Western,Utep,74,69,134.0,143,1,-5.1,67.4,72.5,0.5,0.2,65.4,65.2,0.4,-5.3,2.0,7.299999999999997,0.09999999999999998
2023-02-04,NCAAB,Indiana,Murray,99,56,151.0,155,1,-0.3,80.3,80.6,0.4,2.3,70.4,68.1,0.6,-2.5999999999999996,9.899999999999991,12.5,-0.19999999999999996
2023-02-04,NCAAB,Usc,Unc,76,70,139.0,146,1,-2.9,68.6,71.5,0.6,11.7,67.8,56.1,0.3,-14.6,0.7999999999999972,15.399999999999999,0.3
2023-02-04,NCAAB,Omaha,Western,72,75,146.0,147,1,-6.2,68.2,74.4,0.5,-5.0,68.8,73.8,0.6,-1.2000000000000002,-0.5999999999999943,0.6000000000000085,-0.09999999999999998
2023-02-04,NCAAB,Samford,East,73,62,142.0,135,0,2.0,73.8,71.8,0.5,1.7,70.9,69.2,0.6,0.30000000000000004,2.8999999999999915,2.5999999999999943,-0.09999999999999998
2023-02-04,NCAAB,Arkansas,Coastal,73,57,135.0,130,0,-6.5,68.2,74.7,0.5,-10.2,67.8,78.0,0.5,3.6999999999999993,0.4000000000000057,-3.299999999999997,0.0
2023-02-04,NCAAB,University,Vermont,68,87,135.0,155,1,-8.6,64.2,72.8,0.4,8.8,74.6,65.8,0.7,-17.4,-10.399999999999991,7.0,-0.29999999999999993
2023-02-04,NCAAB,Merrimack,St.,70,66,130.0,136,1,-10.8,54.6,65.4,0.1,-0.9,67.9,68.8,0.3,-9.9,-13.300000000000004,-3.3999999999999915,-0.19999999999999998
2023-02-04,NCAAB,Loyola,George,69,61,135.0,130,0,-3.4,69.8,73.2,0.6,2.3,71.9,69.6,0.5,-5.699999999999999,-2.1000000000000085,3.6000000000000085,0.09999999999999998
2023-02-04,NCAAB,Memphis,Tulane,89,90,163.0,179,1,1.4,117.0,115.6,0.8,4.6,77.3,72.7,0.5,-3.1999999999999997,39.7,42.89999999999999,0.30000000000000004
2023-02-04,NCAAB,Monmouth,Drexel,69,67,127.0,136,1,-8.7,63.3,72.0,0.4,2.7,65.3,62.6,0.3,-11.399999999999999,-2.0,9.399999999999999,0.10000000000000003
2023-02-04,NCAAB,Georgia,Southern,71,79,135.0,150,1,-10.9,65.3,76.2,0.5,5.5,74.5,69.0,0.6,-16.4,-9.200000000000003,7.200000000000003,-0.09999999999999998
2023-02-04,NCAAB,Western,Chattanooga,83,68,145.0,151,1,-3.9,70.8,74.7,0.7,1.5,75.0,73.5,0.6,-5.4,-4.200000000000003,1.2000000000000028,0.09999999999999998
2023-02-04,NCAAB,Longwood,Campbell,74,50,131.0,124,0,1.7,65.3,63.6,0.3,-2.9,66.0,68.9,0.6,4.6,-0.7000000000000028,-5.300000000000004,-0.3
2023-02-04,NCAAB,Uic,Evansville,70,61,139.0,131,0,-10.0,64.6,74.6,0.5,-20.0,60.4,80.4,0.7,10.0,4.199999999999996,-5.800000000000011,-0.19999999999999996
2023-02-04,NCAAB,The,Unc,59,79,133.0,138,1,-4.2,68.4,72.6,0.5,9.6,66.7,57.1,0.3,-13.8,1.7000000000000028,15.499999999999993,0.2
2023-02-04,NCAAB,Hartford,Chicago,49,62,133.0,111,0,-19.1,61.1,80.2,0.4,-2.6,95.7,98.3,0.5,-16.5,-34.6,-18.099999999999994,-0.09999999999999998
2023-02-04,NCAAB,Rutgers,Michigan,61,55,127.0,116,0,10.6,66.3,55.7,0.3,-0.6,65.8,66.4,0.5,11.2,0.5,-10.700000000000003,-0.2
2023-02-04,NBA,New,Los,131,126,233.0,257,1,-4.4,96.5,100.9,0.5,3.8,117.5,113.7,0.6,-8.2,-21.0,-12.799999999999997,-0.09999999999999998
2023-02-04,NCAAB,Ohio,Miami,78,68,151.0,146,0,2.0,72.2,70.2,0.4,-3.0,92.4,95.4,0.2,5.0,-20.200000000000003,-25.200000000000003,0.2
2023-02-04,NCAAB,Charlotte,Florida,52,67,131.0,119,0,-7.0,95.5,102.5,0.5,-1.6,71.4,73.0,0.6,-5.4,24.099999999999994,29.5,-0.09999999999999998
2023-02-04,NCAAB,Marquette,Butler,60,52,143.0,112,0,12.0,85.4,73.4,0.8,-3.6,64.8,68.4,0.3,15.6,20.60000000000001,5.0,0.5
2023-02-04,NCAAB,Lsu,Alabama,69,79,149.0,148,0,-1.7,70.9,72.6,0.6,9.7,73.9,64.2,0.2,-11.399999999999999,-3.0,8.399999999999991,0.39999999999999997
2023-02-04,NBA,Milwaukee,Miami,123,115,224.0,238,1,3.2,98.8,95.6,0.6,-1.5,90.2,91.7,0.2,4.7,8.599999999999994,3.8999999999999915,0.39999999999999997
2023-02-04,NCAAB,St.,Dayton,68,59,129.0,127,0,-2.2,68.0,70.2,0.4,11.1,74.2,63.1,0.6,-13.3,-6.200000000000003,7.100000000000001,-0.19999999999999996
2023-02-04,NCAAB,Indiana,Purdue,79,74,139.0,153,1,2.2,83.9,81.7,0.5,4.4,75.8,71.4,0.8,-2.2,8.100000000000009,10.299999999999997,-0.30000000000000004
2023-02-04,NCAAB,Georgetown,Uconn,62,68,147.0,130,0,-11.2,69.6,80.8,0.6,7.4,75.7,68.3,0.6,-18.6,-6.1000000000000085,12.5,0.0
2023-02-04,NCAAB,Detroit,Purdue,85,52,153.0,137,0,-1.6,100.0,101.6,0.7,3.4,75.6,72.2,0.9,-5.0,24.400000000000006,29.39999999999999,-0.20000000000000007
2023-02-04,NCAAB,Texas,Florida,69,76,129.0,145,1,-0.6,73.4,74.0,0.7,0.1,69.9,69.8,0.5,-0.7,3.5,4.200000000000003,0.19999999999999996
2023-02-04,NBA,Chicago,Portland,129,121,236.0,250,1,-1.0,92.2,93.2,0.5,0.7,91.9,91.2,0.4,-1.7,0.29999999999999716,2.0,0.09999999999999998
2023-02-04,NCAAB,Boston,Syracuse,68,77,139.0,145,1,2.2,95.9,93.7,0.5,2.7,74.0,71.3,0.6,-0.5,21.900000000000006,22.400000000000006,-0.09999999999999998
2023-02-04,NCAAB,Sacramento,Idaho,76,82,136.0,158,1,2.0,104.9,102.9,0.4,-4.7,77.1,81.8,0.8,6.7,27.80000000000001,21.10000000000001,-0.4
2023-02-04,NCAAB,Belmont,Illinois,90,75,139.0,165,1,3.2,76.0,72.8,0.7,6.6,73.0,66.4,0.6,-3.3999999999999995,3.0,6.3999999999999915,0.09999999999999998
2023-02-04,NCAAB,Tarleton,Ut,65,68,147.0,133,0,1.4,69.9,68.5,0.5,-3.7,72.0,75.7,0.5,5.1,-2.0999999999999943,-7.200000000000003,0.0
2023-02-04,NCAAB,Eastern,Tennessee,61,65,144.0,126,0,2.4,80.6,78.2,0.7,4.2,74.0,69.8,0.7,-1.8000000000000003,6.599999999999994,8.400000000000006,0.0
2023-02-04,NCAAB,Northern,Bradley,69,77,135.0,146,1,-0.2,70.4,70.6,0.4,15.8,76.2,60.4,0.6,-16.0,-5.799999999999997,10.199999999999996,-0.19999999999999996
